Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5335,5.6,2.9,4.4,1.5,Iris-versicolor
5336,5.2,3.5,1.5,0.2,Iris-setosa
5337,7.3,3.4,5.0,1.7,Iris-versicolor
5338,5.2,2.5,3.6,1.1,Iris-versicolor
5339,4.8,2.9,1.5,0.4,Iris-setosa
5340,5.3,3.6,1.4,0.2,Iris-setosa
5341,4.7,3.0,1.7,0.2,Iris-setosa
5342,5.2,2.5,4.0,1.2,Iris-versicolor
5343,6.3,2.9,5.2,2.1,Iris-virginica
5344,6.9,2.9,6.1,2.1,Iris-virginica
5345,5.6,2.4,4.0,1.1,Iris-versicolor
5346,5.1,3.3,1.5,0.1,Iris-setosa
5347,6.7,3.3,5.8,1.9,Iris-virginica
5348,4.4,2.8,1.0,0.0,Iris-setosa
5349,4.8,3.0,1.5,0.3,Iris-setosa
5350,6.7,2.7,4.4,1.4,Iris-versicolor
5351,4.8,2.8,4.3,2.2,Iris-virginica
5352,4.5,2.5,1.6,0.3,Iris-setosa
5353,6.8,2.8,5.7,1.7,Iris-virginica
5354,7.3,3.3,5.1,1.4,Iris-versicolor
5355,4.6,3.4,1.2,0.1,Iris-setosa
5356,6.3,3.2,5.0,2.4,Iris-virginica
5357,6.1,2.6,4.3,1.2,Iris-versicolor
5358,4.7,2.6,1.4,0.3,Iris-setosa
5359,6.4,2.7,4.6,1.4,Iris-versicolor
5360,6.0,3.1,4.8,2.2,Iris-virginica
5361,6.3,3.1,5.2,1.8,Iris-virginica
5362,5.5,3.4,1.6,0.4,Iris-setosa
5363,5.5,3.8,1.5,0.3,Iris-setosa
5364,5.9,3.1,5.4,2.4,Iris-virginica
5365,7.4,3.6,6.5,2.5,Iris-virginica
5366,5.2,2.7,3.6,1.2,Iris-versicolor
5367,5.5,2.9,4.1,1.3,Iris-versicolor
5368,7.5,3.3,6.5,2.6,Iris-virginica
5369,5.2,3.6,1.5,0.4,Iris-setosa
5370,5.9,2.8,4.0,1.5,Iris-versicolor
5371,4.7,3.3,1.5,0.2,Iris-setosa
5372,4.6,2.8,1.4,0.3,Iris-setosa
5373,6.6,2.5,4.6,1.3,Iris-versicolor
5374,5.1,3.7,1.4,0.1,Iris-setosa
5375,5.8,2.5,3.7,1.0,Iris-versicolor
5376,5.1,3.4,1.4,0.3,Iris-setosa
5377,7.4,3.3,5.9,2.3,Iris-virginica
5378,6.3,3.3,5.1,2.4,Iris-virginica
5379,5.6,2.5,4.0,1.0,Iris-versicolor
5380,6.2,2.5,4.2,1.1,Iris-versicolor
5381,5.7,2.6,4.4,2.4,Iris-virginica
5382,5.1,3.2,1.5,0.2,Iris-setosa
5383,7.0,2.8,6.2,2.0,Iris-virginica
5384,7.5,2.6,6.0,1.6,Iris-virginica
5385,5.9,2.6,3.8,1.1,Iris-versicolor
5386,4.5,3.1,1.5,0.2,Iris-setosa
5387,7.0,2.7,5.7,1.8,Iris-virginica
5388,5.7,2.7,4.3,1.3,Iris-versicolor
5389,4.9,3.1,1.6,0.3,Iris-setosa
5390,5.3,2.5,4.2,1.2,Iris-versicolor
5391,6.5,2.9,4.5,1.5,Iris-versicolor
5392,6.0,2.7,5.2,2.2,Iris-virginica
5393,5.2,3.2,1.1,0.1,Iris-setosa
5394,4.7,3.2,1.4,0.3,Iris-setosa
5395,6.7,3.3,5.7,2.2,Iris-virginica
5396,6.8,2.7,5.6,1.9,Iris-virginica
5397,4.6,3.0,1.2,0.2,Iris-setosa
5398,5.6,2.4,3.9,1.2,Iris-versicolor
5399,4.8,3.1,1.3,0.3,Iris-setosa
5400,4.8,3.1,1.5,0.2,Iris-setosa
5401,4.7,3.5,1.5,0.4,Iris-setosa
5402,6.2,2.6,4.5,1.4,Iris-versicolor
5403,4.8,3.2,1.4,0.3,Iris-setosa
5404,7.9,3.7,6.6,2.6,Iris-virginica
5405,5.3,2.4,3.5,1.1,Iris-versicolor
5406,5.2,3.5,1.6,0.2,Iris-setosa
5407,4.7,3.3,1.6,0.3,Iris-setosa
5408,6.1,2.6,5.5,1.9,Iris-virginica
5409,5.0,2.9,1.5,0.2,Iris-setosa
5410,7.8,3.3,6.7,2.4,Iris-virginica
5411,6.8,3.0,5.7,2.2,Iris-virginica
5412,5.0,3.4,1.7,0.4,Iris-setosa
5413,6.4,2.4,5.3,1.4,Iris-virginica
5414,6.2,3.2,5.2,1.8,Iris-virginica
5415,6.2,3.2,4.5,1.4,Iris-versicolor
5416,5.4,2.8,3.8,1.4,Iris-versicolor
5417,5.0,3.5,1.6,0.4,Iris-setosa
5418,6.6,2.8,5.4,2.0,Iris-virginica
5419,5.0,3.4,1.5,0.3,Iris-setosa
5420,6.5,3.1,5.4,1.7,Iris-versicolor
5421,4.9,3.1,1.6,0.3,Iris-setosa
5422,6.1,2.6,3.8,1.3,Iris-versicolor
5423,5.9,2.8,4.1,1.1,Iris-versicolor
5424,5.2,3.3,1.5,0.2,Iris-setosa
5425,7.4,2.9,6.2,1.6,Iris-virginica
5426,7.5,3.6,5.8,2.6,Iris-virginica
5427,6.3,3.1,5.1,1.7,Iris-virginica
5428,6.1,2.8,5.3,1.8,Iris-virginica
5429,6.7,3.0,5.9,2.1,Iris-virginica
5430,6.6,3.0,4.9,1.5,Iris-versicolor
5431,5.9,3.1,5.1,2.2,Iris-virginica
5432,4.9,3.5,1.5,0.1,Iris-setosa
5433,5.0,3.5,1.6,0.2,Iris-setosa
5434,6.6,3.0,5.9,1.7,Iris-virginica
5435,6.6,2.6,5.5,1.9,Iris-virginica
5436,6.8,3.0,5.1,1.5,Iris-versicolor
5437,6.5,2.8,5.5,1.9,Iris-virginica
5438,5.7,2.6,3.7,1.3,Iris-versicolor
5439,6.2,3.0,5.3,2.2,Iris-virginica
5440,5.4,2.8,4.7,2.2,Iris-virginica
5441,5.3,3.0,3.9,1.1,Iris-versicolor
5442,6.7,3.2,5.6,2.3,Iris-virginica
5443,4.8,2.4,3.9,1.1,Iris-versicolor
5444,7.0,2.6,4.7,1.5,Iris-versicolor
5445,6.3,2.5,6.0,2.0,Iris-virginica
5446,6.2,3.0,5.0,1.5,Iris-versicolor
5447,6.0,3.2,3.8,1.3,Iris-versicolor
5448,6.4,3.1,4.4,1.4,Iris-versicolor
5449,5.6,2.7,4.8,1.8,Iris-virginica
5450,6.8,3.5,5.9,2.2,Iris-virginica
5451,4.8,2.3,3.1,0.9,Iris-versicolor
5452,5.0,2.9,1.7,0.1,Iris-setosa
5453,6.7,2.7,5.6,1.6,Iris-virginica
5454,5.9,2.5,4.1,1.2,Iris-versicolor
5455,6.3,2.4,4.6,1.5,Iris-versicolor
5456,7.2,3.4,5.7,2.3,Iris-virginica
5457,5.1,3.7,1.6,0.1,Iris-setosa
5458,5.1,2.9,4.2,1.4,Iris-versicolor
5459,6.2,2.8,4.9,1.5,Iris-virginica
5460,4.7,3.3,1.4,0.3,Iris-setosa
5461,6.5,2.8,5.2,1.9,Iris-virginica
5462,5.3,3.7,1.7,0.1,Iris-setosa
5463,4.7,2.8,1.5,0.2,Iris-setosa
5464,7.2,3.1,5.7,2.1,Iris-virginica
5465,5.8,2.4,4.5,1.2,Iris-versicolor
5466,6.7,2.7,5.5,1.7,Iris-virginica
5467,5.5,3.4,1.6,0.2,Iris-setosa
5468,5.1,3.8,1.8,0.4,Iris-setosa
5469,7.2,3.2,6.3,2.6,Iris-virginica
5470,5.4,2.8,4.1,1.2,Iris-versicolor
5471,7.4,2.9,5.9,1.7,Iris-virginica
5472,6.1,3.0,4.8,1.6,Iris-versicolor
5473,6.6,2.6,4.8,1.4,Iris-versicolor
5474,6.1,2.7,5.1,2.0,Iris-virginica
5475,5.6,3.2,4.2,1.3,Iris-versicolor
5476,6.7,3.2,5.3,1.7,Iris-versicolor
5477,5.8,2.2,3.8,1.0,Iris-versicolor
5478,5.6,4.1,1.5,0.4,Iris-setosa
5479,5.0,3.0,3.6,1.2,Iris-versicolor
5480,6.0,3.2,4.6,1.5,Iris-versicolor
5481,5.8,2.9,4.3,1.2,Iris-versicolor
5482,6.2,3.5,4.8,1.6,Iris-versicolor
5483,5.2,3.1,4.0,2.0,Iris-virginica
5484,4.5,3.2,1.3,0.3,Iris-setosa
5485,6.1,2.8,5.1,2.0,Iris-virginica
5486,5.6,3.7,1.6,0.4,Iris-setosa
5487,5.6,2.8,4.5,1.1,Iris-versicolor
5488,6.8,2.9,5.2,1.7,Iris-virginica
5489,5.2,3.7,1.5,0.1,Iris-setosa
5490,7.1,3.3,6.3,2.4,Iris-virginica
5491,5.6,2.7,4.0,0.9,Iris-versicolor
5492,5.9,2.4,3.9,1.2,Iris-versicolor
5493,4.9,3.6,1.6,0.2,Iris-setosa
5494,6.6,3.0,4.5,1.4,Iris-versicolor
5495,7.1,3.3,5.8,1.9,Iris-virginica
5496,6.0,3.3,4.6,1.7,Iris-versicolor
5497,6.1,2.6,5.1,1.7,Iris-virginica
5498,6.4,2.7,4.5,1.3,Iris-versicolor
5499,6.3,2.8,4.8,1.4,Iris-versicolor
5500,5.7,2.8,5.0,1.9,Iris-virginica
5501,6.1,2.7,4.0,1.1,Iris-versicolor
5502,6.5,2.8,4.8,1.7,Iris-versicolor
5503,5.6,4.0,1.6,0.3,Iris-setosa
5504,6.4,2.8,4.3,1.4,Iris-versicolor
5505,6.2,3.2,5.5,2.2,Iris-virginica
5506,5.3,3.0,3.2,1.0,Iris-versicolor
5507,5.0,3.4,1.6,0.2,Iris-setosa
5508,4.7,2.3,3.5,1.2,Iris-versicolor
5509,4.5,3.1,1.5,0.2,Iris-setosa
5510,5.8,4.3,1.6,0.2,Iris-setosa
5511,6.4,3.3,4.8,1.6,Iris-versicolor
5512,6.1,2.8,4.3,1.3,Iris-versicolor
5513,5.6,4.0,1.9,0.5,Iris-setosa
5514,5.7,2.8,3.7,1.3,Iris-versicolor
5515,7.4,2.8,5.8,2.2,Iris-virginica
5516,4.9,3.6,1.5,0.1,Iris-setosa
5517,6.7,2.7,5.7,1.8,Iris-virginica
5518,5.8,2.7,4.2,1.2,Iris-versicolor
5519,6.0,2.6,4.7,1.8,Iris-virginica
5520,4.7,2.9,1.4,0.3,Iris-setosa
5521,7.2,2.9,5.8,1.6,Iris-virginica
5522,5.4,4.5,1.4,0.4,Iris-setosa
5523,7.9,3.0,6.3,2.4,Iris-virginica
5524,7.4,3.1,5.7,2.4,Iris-virginica
5525,6.1,2.8,3.9,1.2,Iris-versicolor
5526,5.1,3.6,1.6,0.3,Iris-setosa
5527,6.3,3.0,5.4,2.5,Iris-virginica
5528,6.5,3.1,5.4,2.3,Iris-virginica
5529,6.7,3.5,5.5,2.1,Iris-virginica
5530,4.9,3.5,1.4,0.1,Iris-setosa
5531,7.4,3.3,6.1,1.6,Iris-virginica
5532,6.4,2.7,4.4,1.2,Iris-versicolor
5533,6.3,2.9,4.3,1.2,Iris-versicolor
5534,6.2,3.3,4.8,1.6,Iris-versicolor
5535,5.3,3.7,1.6,0.2,Iris-setosa
5536,6.7,2.7,5.4,1.7,Iris-virginica
5537,6.6,3.5,5.5,2.3,Iris-virginica
5538,5.3,3.6,1.5,0.3,Iris-setosa
5539,6.2,2.8,5.3,1.9,Iris-virginica
5540,5.0,4.0,1.7,0.5,Iris-setosa
5541,6.1,3.0,5.0,1.9,Iris-virginica
5542,5.6,2.5,3.9,1.1,Iris-versicolor
5543,5.5,3.0,4.8,2.4,Iris-virginica
5544,6.1,2.9,4.5,1.2,Iris-versicolor
5545,4.7,3.6,1.6,0.3,Iris-setosa
5546,6.8,2.4,6.1,1.7,Iris-virginica
5547,5.1,3.6,1.7,0.2,Iris-setosa
5548,5.0,3.4,1.3,0.1,Iris-setosa
5549,5.1,3.5,1.2,0.4,Iris-setosa
5550,7.2,2.8,6.1,1.8,Iris-virginica
5551,6.0,2.5,5.1,1.8,Iris-virginica
5552,4.8,3.0,1.5,0.2,Iris-setosa
5553,6.2,2.5,4.1,1.0,Iris-versicolor
5554,4.8,3.7,1.4,0.1,Iris-setosa
5555,5.7,4.4,1.4,0.3,Iris-setosa
5556,6.1,3.0,5.2,1.9,Iris-virginica
5557,5.2,3.1,4.1,1.3,Iris-versicolor
5558,4.9,3.5,1.4,0.3,Iris-setosa
5559,5.2,2.9,3.4,1.2,Iris-versicolor
5560,4.7,3.3,1.6,0.2,Iris-setosa
5561,6.6,2.8,4.3,1.4,Iris-versicolor
5562,6.4,2.9,5.5,1.4,Iris-virginica
5563,5.6,2.9,4.1,1.5,Iris-versicolor
5564,4.8,3.1,1.8,0.3,Iris-setosa
5565,7.3,2.9,6.6,2.1,Iris-virginica
5566,5.0,2.4,3.3,0.9,Iris-versicolor
5567,6.2,3.3,4.5,1.5,Iris-versicolor
5568,6.4,2.2,4.0,1.4,Iris-versicolor
5569,7.9,3.3,6.1,1.9,Iris-virginica
5570,6.3,2.5,4.4,1.3,Iris-versicolor
5571,5.7,2.9,5.4,2.1,Iris-virginica
5572,5.4,2.7,4.0,1.1,Iris-versicolor
5573,6.5,3.0,5.5,1.9,Iris-virginica
5574,6.3,2.6,5.2,2.1,Iris-virginica
5575,5.1,3.6,1.5,0.1,Iris-setosa
5576,6.0,3.1,5.1,1.7,Iris-versicolor
5577,5.7,4.1,1.4,0.3,Iris-setosa
5578,4.8,3.5,1.3,0.3,Iris-setosa
5579,6.3,2.3,5.2,1.8,Iris-virginica
5580,6.2,3.0,4.4,1.6,Iris-versicolor
5581,5.7,2.9,4.5,1.5,Iris-versicolor
5582,4.8,3.0,1.3,0.1,Iris-setosa
5583,6.0,2.9,4.5,1.4,Iris-versicolor
5584,5.8,2.9,5.0,2.0,Iris-virginica
5585,5.1,3.7,1.6,0.3,Iris-setosa
5586,7.5,3.3,6.6,2.4,Iris-virginica
5587,6.7,2.9,5.5,1.6,Iris-virginica
5588,4.7,2.7,1.4,0.4,Iris-setosa
5589,6.5,2.8,5.0,1.7,Iris-virginica
5590,5.6,2.7,4.0,1.5,Iris-versicolor
5591,5.2,2.9,4.0,1.2,Iris-versicolor
5592,4.9,3.2,1.5,0.3,Iris-setosa
5593,4.8,3.6,1.6,0.3,Iris-setosa
5594,5.3,3.5,1.2,0.2,Iris-setosa
5595,5.9,3.4,4.1,1.1,Iris-versicolor
5596,5.0,3.7,1.5,0.3,Iris-setosa
5597,7.6,3.1,5.9,2.2,Iris-virginica
5598,4.9,3.0,1.1,0.1,Iris-setosa
5599,4.9,3.7,1.4,0.2,Iris-setosa
5600,6.7,3.2,6.1,2.1,Iris-virginica
5601,5.2,2.6,3.5,1.1,Iris-versicolor
5602,5.0,2.5,3.9,1.3,Iris-versicolor
5603,5.3,3.7,1.3,0.2,Iris-setosa
5604,6.2,3.1,5.2,1.8,Iris-virginica
5605,6.9,3.2,5.0,1.6,Iris-versicolor
5606,6.3,3.1,5.3,1.9,Iris-virginica
5607,6.0,2.9,4.4,1.2,Iris-versicolor
5608,4.5,3.1,1.6,0.3,Iris-setosa
5609,4.4,2.8,1.6,0.3,Iris-setosa
5610,5.0,3.4,1.3,0.2,Iris-setosa
5611,6.6,2.9,4.2,1.3,Iris-versicolor
5612,4.9,3.3,1.5,0.1,Iris-setosa
5613,4.8,3.1,1.6,0.3,Iris-setosa
5614,6.5,2.9,5.5,1.7,Iris-virginica
5615,4.6,3.0,1.3,0.1,Iris-setosa
5616,7.0,3.0,4.9,1.6,Iris-versicolor
5617,6.2,2.7,5.1,2.0,Iris-virginica
5618,5.6,2.7,3.9,1.1,Iris-versicolor
5619,5.2,3.7,1.6,0.2,Iris-setosa
5620,6.9,2.9,5.6,2.0,Iris-virginica
5621,5.2,3.1,1.3,0.3,Iris-setosa
5622,5.7,2.6,4.1,1.2,Iris-versicolor
5623,5.1,3.7,1.7,0.2,Iris-setosa
5624,6.3,2.6,4.4,1.3,Iris-versicolor
5625,5.0,3.6,1.6,0.3,Iris-setosa
5626,5.1,3.8,1.3,0.3,Iris-setosa
5627,5.2,3.2,1.4,0.2,Iris-setosa
5628,4.8,3.4,1.6,0.1,Iris-setosa
5629,6.3,2.9,4.4,1.3,Iris-versicolor
5630,5.9,2.9,5.0,1.5,Iris-versicolor
5631,5.7,2.5,4.6,1.9,Iris-virginica
5632,6.6,3.0,5.5,1.9,Iris-virginica
5633,7.4,2.9,6.8,2.4,Iris-virginica
5634,6.1,3.8,1.7,0.4,Iris-setosa
5635,4.8,3.2,1.5,0.2,Iris-setosa
5636,4.8,3.3,1.2,0.1,Iris-setosa
5637,6.1,2.8,3.9,1.3,Iris-versicolor
5638,4.7,3.2,1.2,0.3,Iris-setosa
5639,4.5,3.2,1.6,0.5,Iris-setosa
5640,4.7,2.8,1.3,0.1,Iris-setosa
5641,6.6,3.1,5.1,1.7,Iris-versicolor
5642,5.2,3.7,1.4,0.3,Iris-setosa
5643,5.7,2.7,3.9,1.3,Iris-versicolor
5644,6.3,3.2,4.5,1.5,Iris-versicolor
5645,4.8,3.3,1.2,0.0,Iris-setosa
5646,5.5,2.9,4.2,1.4,Iris-versicolor
5647,5.6,2.9,4.2,1.2,Iris-versicolor
5648,6.5,3.8,5.7,2.6,Iris-virginica
5649,5.6,3.2,4.3,2.0,Iris-virginica
5650,4.6,3.2,1.6,0.4,Iris-setosa
5651,6.9,2.8,5.9,1.8,Iris-virginica
5652,5.6,3.5,1.3,0.1,Iris-setosa
5653,5.1,3.8,1.4,0.4,Iris-setosa
5654,5.4,2.2,3.6,1.0,Iris-versicolor
5655,6.1,2.7,5.2,1.5,Iris-virginica
5656,5.5,3.7,1.7,0.3,Iris-setosa
5657,6.0,2.7,5.8,2.1,Iris-virginica
5658,7.4,3.5,5.7,2.4,Iris-virginica
5659,5.7,4.1,1.5,0.3,Iris-setosa
5660,5.6,3.0,4.4,1.3,Iris-versicolor
5661,4.9,3.3,1.4,0.3,Iris-setosa
5662,6.2,2.4,4.7,1.5,Iris-versicolor
5663,7.5,3.3,6.2,2.0,Iris-virginica
5664,4.9,3.0,1.5,0.0,Iris-setosa
5665,7.1,3.2,6.4,2.4,Iris-virginica
5666,5.6,2.8,4.0,1.3,Iris-versicolor
5667,5.2,3.7,1.6,0.5,Iris-setosa
5668,5.2,3.3,4.3,2.1,Iris-virginica
5669,5.5,2.4,4.0,1.2,Iris-versicolor
5670,5.1,3.9,1.5,0.3,Iris-setosa
5671,6.0,2.8,4.5,1.4,Iris-versicolor
5672,8.1,3.0,6.8,2.1,Iris-virginica
5673,6.1,3.0,4.5,1.3,Iris-versicolor
5674,6.1,3.1,4.0,1.3,Iris-versicolor
5675,5.2,2.2,4.6,1.6,Iris-virginica
5676,4.7,3.2,1.2,0.3,Iris-setosa
5677,4.7,3.0,1.3,0.1,Iris-setosa
5678,5.9,2.6,4.1,1.3,Iris-versicolor
5679,5.6,4.1,1.6,0.3,Iris-setosa
5680,6.0,3.4,4.8,1.7,Iris-versicolor
5681,5.8,2.6,4.1,1.2,Iris-versicolor
5682,5.2,3.2,1.5,0.2,Iris-setosa
5683,6.1,2.9,4.7,1.5,Iris-versicolor
5684,5.9,2.9,4.1,1.2,Iris-versicolor
5685,7.1,3.2,5.9,2.1,Iris-virginica
5686,5.1,3.3,1.4,0.1,Iris-setosa
5687,6.4,2.7,5.3,1.7,Iris-virginica
5688,6.4,3.3,5.0,1.6,Iris-versicolor
5689,4.6,3.4,1.5,0.3,Iris-setosa
5690,5.6,2.4,4.9,2.0,Iris-virginica
5691,6.6,2.8,5.3,1.9,Iris-virginica
5692,6.2,3.2,5.1,2.2,Iris-virginica
5693,7.3,3.4,6.3,2.5,Iris-virginica
5694,6.6,2.7,5.5,1.6,Iris-virginica
5695,6.3,2.6,4.7,1.2,Iris-versicolor
5696,6.1,2.9,5.0,2.2,Iris-virginica
5697,6.0,2.6,4.2,1.2,Iris-versicolor
5698,6.6,3.2,4.6,1.6,Iris-versicolor
5699,5.1,3.7,1.6,0.3,Iris-setosa
5700,4.3,2.9,1.5,0.3,Iris-setosa
5701,5.8,3.0,4.6,1.4,Iris-virginica
5702,6.0,3.1,4.7,1.5,Iris-versicolor
5703,6.9,2.8,5.8,2.0,Iris-virginica
5704,4.8,3.0,1.2,0.1,Iris-setosa
5705,5.7,2.7,5.0,1.8,Iris-virginica
5706,6.0,3.4,4.4,1.5,Iris-versicolor
5707,5.0,3.4,1.4,0.4,Iris-setosa
5708,6.1,3.0,4.3,1.4,Iris-versicolor
5709,5.3,3.5,1.7,0.2,Iris-setosa
5710,7.2,2.9,6.4,1.9,Iris-virginica
5711,4.6,3.6,1.3,0.2,Iris-setosa
5712,6.3,2.6,5.5,1.6,Iris-virginica
5713,5.9,2.5,3.7,1.2,Iris-versicolor
5714,4.7,3.3,1.4,0.4,Iris-setosa
5715,4.9,3.1,1.5,0.2,Iris-setosa
5716,5.0,3.0,1.7,0.2,Iris-setosa
5717,7.7,2.7,6.3,2.1,Iris-virginica
5718,7.1,3.3,6.0,2.7,Iris-virginica
5719,5.7,2.7,4.1,1.3,Iris-versicolor
5720,7.2,3.4,5.6,2.3,Iris-virginica
5721,5.8,3.0,4.1,1.5,Iris-versicolor
5722,4.5,2.8,1.5,0.3,Iris-setosa
5723,6.7,2.6,4.4,1.4,Iris-versicolor
5724,5.9,2.4,5.2,1.8,Iris-virginica
5725,5.1,3.4,1.7,0.1,Iris-setosa
5726,5.3,3.8,1.3,0.2,Iris-setosa
5727,4.8,2.9,1.4,0.4,Iris-setosa
5728,5.0,2.8,1.6,0.3,Iris-setosa
5729,5.8,2.7,5.2,1.8,Iris-virginica
5730,6.7,3.2,6.2,2.1,Iris-virginica
5731,4.8,3.5,1.2,0.4,Iris-setosa
5732,5.4,2.4,4.7,2.0,Iris-virginica
5733,6.7,3.1,5.3,2.2,Iris-virginica
5734,6.3,2.7,5.4,2.1,Iris-virginica
5735,5.2,3.5,1.9,0.3,Iris-setosa
5736,5.8,2.9,3.9,1.2,Iris-versicolor
5737,5.6,2.9,4.2,1.3,Iris-versicolor
5738,5.0,3.3,1.3,0.1,Iris-setosa
5739,5.6,2.9,3.8,1.3,Iris-versicolor
5740,6.0,2.8,5.1,1.6,Iris-versicolor
5741,5.5,2.6,4.5,1.4,Iris-versicolor
5742,6.4,2.7,4.6,1.5,Iris-versicolor
5743,5.6,2.5,3.7,1.0,Iris-versicolor
5744,5.9,2.8,4.6,1.5,Iris-versicolor
5745,6.2,3.1,5.4,2.2,Iris-virginica
5746,5.8,2.8,4.3,1.2,Iris-versicolor
5747,6.0,2.7,4.4,1.3,Iris-versicolor
5748,6.3,2.6,5.3,1.9,Iris-virginica
5749,7.4,2.8,6.1,2.2,Iris-virginica
5750,5.5,2.9,3.8,1.3,Iris-versicolor
5751,6.3,2.7,5.1,1.9,Iris-virginica
5752,4.8,2.3,3.1,0.9,Iris-versicolor
5753,4.7,3.4,1.1,0.1,Iris-setosa
5754,6.2,2.5,4.4,1.2,Iris-versicolor
5755,5.3,1.7,3.3,0.7,Iris-versicolor
5756,5.2,2.3,3.8,1.1,Iris-versicolor
5757,5.4,3.5,1.5,0.1,Iris-setosa
5758,6.1,3.1,4.1,1.2,Iris-versicolor
5759,5.1,3.4,1.3,0.2,Iris-setosa
5760,5.1,3.2,1.3,0.1,Iris-setosa
5761,5.1,2.2,4.4,1.3,Iris-versicolor
5762,5.9,2.7,3.8,1.1,Iris-versicolor
5763,6.5,3.3,4.8,1.6,Iris-versicolor
5764,6.6,2.8,4.5,1.3,Iris-versicolor
5765,6.3,2.8,5.6,2.0,Iris-virginica
5766,5.1,3.6,1.8,0.2,Iris-setosa
5767,5.6,2.4,4.5,1.7,Iris-virginica
5768,5.9,2.8,3.4,1.2,Iris-versicolor
5769,7.6,2.9,6.2,2.1,Iris-virginica
5770,6.2,3.1,5.8,1.7,Iris-virginica
5771,4.9,3.3,1.2,0.2,Iris-setosa
5772,6.7,2.8,5.8,1.7,Iris-virginica
5773,6.4,3.4,5.6,1.9,Iris-virginica
5774,7.3,3.5,6.0,2.2,Iris-virginica
5775,6.8,3.2,4.9,1.6,Iris-versicolor
5776,5.4,3.0,4.3,1.2,Iris-versicolor
5777,6.0,3.1,4.4,1.4,Iris-versicolor
5778,7.3,3.6,6.0,2.2,Iris-virginica
5779,5.4,2.8,4.0,1.4,Iris-versicolor
5780,6.2,2.6,5.4,1.7,Iris-virginica
5781,6.1,2.2,4.3,1.1,Iris-versicolor
5782,5.6,2.6,3.9,1.1,Iris-versicolor
5783,4.7,2.8,1.3,0.3,Iris-setosa
5784,5.3,2.7,4.0,1.3,Iris-versicolor
5785,6.3,2.4,5.4,1.8,Iris-virginica
5786,6.3,3.1,5.2,2.0,Iris-virginica
5787,4.9,3.6,1.4,0.1,Iris-setosa
5788,6.9,2.5,4.8,1.5,Iris-versicolor
5789,5.3,2.3,4.0,1.2,Iris-versicolor
5790,5.2,3.3,1.4,0.1,Iris-setosa
5791,6.3,3.0,4.1,1.3,Iris-versicolor
5792,4.9,3.5,1.3,0.2,Iris-setosa
5793,5.5,2.3,3.9,1.0,Iris-versicolor
5794,6.9,3.4,5.9,1.8,Iris-virginica
5795,7.4,3.1,5.1,1.5,Iris-versicolor
5796,5.4,3.8,1.6,0.4,Iris-setosa
5797,6.0,2.7,4.4,1.3,Iris-versicolor
5798,6.9,3.0,6.0,2.1,Iris-virginica
5799,6.3,2.7,5.6,1.5,Iris-virginica
5800,6.2,2.5,4.3,1.1,Iris-versicolor
5801,5.9,2.6,4.5,1.4,Iris-versicolor
5802,6.1,2.5,5.6,2.1,Iris-virginica
5803,5.3,4.1,1.3,0.3,Iris-setosa
5804,6.1,3.2,4.7,1.5,Iris-versicolor
5805,7.7,2.9,6.1,2.1,Iris-virginica
5806,6.3,2.8,4.7,1.7,Iris-versicolor
5807,5.3,2.6,3.5,1.0,Iris-versicolor
5808,5.3,3.7,1.5,0.2,Iris-setosa
5809,6.7,3.2,4.9,1.6,Iris-versicolor
5810,5.8,3.0,4.9,2.2,Iris-virginica
5811,5.3,3.9,1.6,0.2,Iris-setosa
5812,5.0,3.6,1.5,0.4,Iris-setosa
5813,4.7,3.5,1.7,0.3,Iris-setosa
5814,5.0,3.6,1.7,0.3,Iris-setosa
5815,5.6,4.1,1.3,0.1,Iris-setosa
5816,5.0,3.6,1.4,0.3,Iris-setosa
5817,5.1,3.6,1.4,0.2,Iris-setosa
5818,4.5,3.2,1.2,0.3,Iris-setosa
5819,4.7,3.1,1.4,0.1,Iris-setosa
5820,5.5,3.6,1.5,0.4,Iris-setosa
5821,5.9,2.6,4.1,1.0,Iris-versicolor
5822,5.0,3.7,1.4,0.3,Iris-setosa
5823,5.6,2.5,4.5,1.6,Iris-versicolor
5824,5.6,2.4,4.0,1.2,Iris-versicolor
5825,7.2,2.9,5.5,1.5,Iris-virginica
5826,5.0,3.4,1.8,0.2,Iris-setosa
5827,6.0,2.5,3.9,1.3,Iris-versicolor
5828,6.0,2.8,5.3,2.0,Iris-virginica
5829,6.7,2.8,5.5,1.7,Iris-virginica
5830,6.4,2.7,4.6,1.5,Iris-versicolor
5831,6.2,2.9,5.5,1.8,Iris-virginica
5832,5.1,3.7,1.2,0.2,Iris-setosa
5833,6.1,3.1,5.2,1.9,Iris-virginica
5834,5.3,3.1,4.2,1.4,Iris-versicolor
5835,5.7,3.2,3.9,1.3,Iris-versicolor
5836,6.0,2.7,4.7,1.8,Iris-versicolor
5837,5.6,2.9,4.4,1.2,Iris-versicolor
5838,7.2,2.7,6.0,2.2,Iris-virginica
5839,7.0,2.6,5.4,1.7,Iris-virginica
5840,5.0,3.4,1.3,0.2,Iris-setosa
5841,7.2,3.3,6.0,2.4,Iris-virginica
5842,5.4,4.2,1.3,0.3,Iris-setosa
5843,6.3,3.6,4.9,1.6,Iris-versicolor
5844,6.7,3.0,5.6,2.5,Iris-virginica
